data_format_version,project_id,data_start_date,data_end_date,creation_date,url
2,AoT_Chicago.public,2017/01/01 00:00:00,2018/08/25 20:00:45,2018/08/25 20:00:45,http://www.mcs.anl.gov/research/projects/waggle/downloads/datasets/AoT_Chicago.public.latest.tar
